id,number,name,surname,patronymic,date_of_birth,nationality,authority,date_of_issue,date_of_expiry,tin,place_of_birth
830,004489674,Andriana,Holub,Vadymivna,2000-09-21,ukrainian,594,2023-12-27,2027-10-21,4687618910,Odesa
831,005325066,Andrii,Kovalenko,Yuriyovych,2007-06-18,ukrainian,892,2023-03-27,2025-05-22,3910244172,Berdiansk
832,006098278,Zinovii,Ovcharenko,Serhiyovych,2000-06-16,ukrainian,1384,2023-11-03,2025-02-16,3775116681,Chernivtsi
833,004261985,Solomiia,Sydorenko,Pavlivna,1998-04-19,ukrainian,240,2022-07-05,2027-12-18,3841196377,Kryvyi Rih
834,006885453,Nina,Tkachuk,Serhiyivna,2000-02-20,ukrainian,1279,2022-11-11,2026-12-30,3425269752,Luhansk
835,005851599,Anastasiia,Holub,Dmytrivna,2005-12-22,ukrainian,304,2021-11-24,2026-04-15,3036378708,Dnipro
836,005909546,Ihor,Moroz,Yaroslavovych,2003-12-08,ukrainian,139,2023-04-04,2025-05-22,3210863197,Cherkasy
837,004608540,Halyna,Shulga,Olehivna,1999-06-14,ukrainian,562,2022-12-27,2027-01-20,3311108843,Khmelnytskyi
838,003199670,Olena,Kravchenko,Denysivna,2004-07-09,ukrainian,1200,2022-06-30,2026-12-12,4963842055,Zhytomyr
839,004279784,Anastasiia,Klymenko,Dmytrivna,2002-04-09,ukrainian,942,2021-12-16,2027-09-09,3005004619,Poltava
840,003479974,Larysa,Kucher,Ostapivna,2004-10-15,ukrainian,646,2023-03-15,2027-05-27,3187151934,Melitopol
841,006752034,Oleksandr,Dmytruk,Serhiyovych,1999-09-10,ukrainian,1033,2022-06-07,2027-06-13,3869575908,Sumy
842,004908401,Kateryna,Marchenko,Serhiyivna,2003-06-07,ukrainian,1648,2021-07-05,2025-05-21,4680841984,Mykolaiv
843,006432522,Yelyzaveta,Holub,Ostapivna,2000-09-09,ukrainian,1921,2021-09-13,2026-04-06,4547276694,Chernihiv
844,003557788,Taras,Bondarenko,Yuriyovych,2005-06-16,ukrainian,1790,2021-08-11,2027-07-14,4652375379,Donetsk
845,006318673,Dmytro,Shevchuk,Mykolaiovych,2000-03-11,ukrainian,864,2023-03-09,2027-12-15,3595331271,Lviv
846,003342135,Andriana,Oliinyk,Pavlivna,2000-08-21,ukrainian,1738,2023-04-19,2025-01-10,3588365104,Kharkiv
847,006568489,Bohdan,Sydorenko,Mykolaiovych,2002-07-04,ukrainian,1209,2023-02-26,2026-06-11,4576329687,Dnipro
848,005986253,Khrystyna,Ivanchuk,Bohdanivna,2002-03-29,ukrainian,571,2023-02-11,2026-12-11,4269413424,Zhytomyr
849,006691948,Andriana,Yermak,Vadymivna,2004-03-01,ukrainian,1210,2021-10-11,2026-03-17,4991738897,Odesa
850,004600166,Kateryna,Ovcharenko,Ostapivna,1999-09-30,ukrainian,525,2022-03-27,2027-02-02,3893702182,Uzhhorod
851,004396306,Roman,Klymenko,Dmytrovych,1999-01-10,ukrainian,1343,2021-10-24,2025-04-05,4983027852,Mykolaiv
852,003860555,Yaroslav,Ovcharenko,Olehovych,1999-09-22,ukrainian,660,2022-02-04,2026-04-26,3032410215,Kuznetsovsk
853,006778674,Volodymyr,Yermolenko,Vadymovych,2003-11-14,ukrainian,510,2023-08-14,2025-02-07,4782729329,Makiivka
854,005810477,Volodymyr,Romanenko,Denysovych,2000-12-11,ukrainian,595,2023-07-20,2027-02-15,3001806452,Khmelnytskyi
855,005464019,Mykhailo,Tkachenko,Volodymyrovych,2000-03-31,ukrainian,1869,2022-05-12,2025-05-15,3025831986,Zhytomyr
856,006958834,Yurii,Bozhko,Ostapovych,2003-12-25,ukrainian,1013,2021-11-13,2025-04-09,3292779613,Kovel
857,004987184,Valentyna,Kucherenko,Oleksandrivna,2007-11-22,ukrainian,1156,2022-04-20,2026-04-03,4786483939,Mariupol
858,003332655,Zoriana,Kovalenko,Dmytrivna,2000-09-29,ukrainian,702,2023-07-17,2027-12-08,4842256983,Ivano-Frankivsk
859,006259136,Ludmyla,Polishchuk,Bohdanivna,2005-05-22,ukrainian,1951,2023-03-23,2026-09-27,3075753492,Cherkasy
860,006705733,Halyna,Kovalenko,Ivanivna,1998-01-10,ukrainian,1159,2021-11-10,2025-02-22,4372445162,Dnipro
861,005988899,Ruslan,Oliinyk,Serhiyovych,2001-11-22,ukrainian,974,2021-06-08,2024-12-31,4199402655,Berdyansk
862,003602637,Solomiia,Lysenko,Yaroslavivna,2005-06-22,ukrainian,261,2022-10-29,2025-11-15,4460512197,Donetsk
863,006873845,Ruslan,Shevchenko,Denysovych,2007-08-01,ukrainian,1338,2023-07-13,2026-11-10,4320924343,Zhytomyr
864,005530608,Ostap,Polishchuk,Mykhailovych,2006-09-05,ukrainian,165,2023-04-08,2026-12-11,3574812324,Ivano-Frankove
865,003456832,Yarina,Melnichenko,Mykolaivna,1999-08-29,ukrainian,310,2021-03-21,2025-05-13,4148080384,Makiivka
866,005363177,Yevhen,Ovcharenko,Olehovych,1998-02-11,ukrainian,228,2022-03-22,2027-02-26,4216953683,Donetsk
867,004866072,Mykhailo,Boiko,Vitaliyovych,1998-10-08,ukrainian,957,2022-06-30,2025-09-30,4967417799,Kyiv
868,003437988,Ludmyla,Vlasenko,Olehivna,2007-03-30,ukrainian,928,2022-09-03,2025-04-20,3843437140,Luhansk
869,004654061,Oksana,Oliinyk,Oleksandrivna,2000-05-01,ukrainian,1728,2022-09-16,2026-09-20,3302947507,Poltava
870,003934264,Maksym,Mazur,Denysovych,2002-09-13,ukrainian,1684,2021-02-01,2025-10-06,4601336636,Vinnytsia
871,004295215,Larysa,Vlasenko,Vadymivna,1998-04-13,ukrainian,508,2021-05-13,2025-07-21,3101102536,Sumy
872,005614534,Solomiia,Sydorenko,Serhiyivna,2002-04-29,ukrainian,1658,2021-09-06,2026-12-18,4554085270,Makiivka
873,003913882,Taras,Babenko,Anatoliyovych,1999-04-16,ukrainian,964,2021-06-15,2026-06-30,3173150546,Kryvyi Rih
874,004079171,Kateryna,Kovalenko,Dmytrivna,2007-03-30,ukrainian,1359,2021-09-19,2026-12-24,3785396711,Sumy
875,006739708,Anna,Shulga,Yaroslavivna,2002-08-14,ukrainian,1891,2022-08-08,2027-03-24,4565038453,Uman
876,004334951,Orest,Melnichenko,Mykolaiovych,2000-08-22,ukrainian,696,2022-11-16,2027-02-19,4996026734,Lutsk
877,004857466,Yaroslav,Andriychuk,Tarasovych,1998-08-09,ukrainian,1929,2023-12-22,2026-01-14,4604046602,Berdyansk
878,005727226,Yurii,Yermak,Vadymovych,2000-07-25,ukrainian,299,2021-12-11,2027-07-31,4600324946,Ternopil
879,006149302,Valentyna,Romanenko,Oksanivna,2002-03-21,ukrainian,788,2022-01-02,2025-03-14,3827762111,Kovel
880,004131053,Kyrylo,Bozhko,Oleksandrovych,2007-07-06,ukrainian,497,2022-01-11,2027-04-30,3159635072,Bila Tserkva
881,006706826,Natalia,Kucherenko,Oksanivna,2004-02-02,ukrainian,462,2021-12-01,2026-07-24,3176282208,Kamenskoe
882,006845596,Yelyzaveta,Yakovenko,Ivanivna,1998-09-16,ukrainian,570,2023-01-13,2027-07-05,3104926643,Chernivtsi
883,003511142,Larysa,Shevchuk,Ostapivna,1998-03-22,ukrainian,504,2021-11-26,2027-11-06,3079924584,Kovel
884,004684680,Roman,Kovalenko,Artemovych,2007-01-05,ukrainian,53,2023-07-22,2025-09-15,4395331032,Evpatoria
885,005763939,Nina,Yermolenko,Ostapivna,2001-09-29,ukrainian,1538,2022-06-26,2025-03-22,3459894214,Lisichansk
886,004653915,Andrii,Holub,Serhiyovych,2005-07-26,ukrainian,1068,2023-06-04,2027-03-23,4056329776,Kharkiv
887,004171341,Ostap,Shevchuk,Oleksiyovych,1998-07-09,ukrainian,79,2021-06-21,2027-03-28,4340196260,Brovary
888,003190900,Ludmyla,Lysenko,Bohdanivna,2003-08-03,ukrainian,427,2021-04-11,2026-12-22,3720803189,Kremenchuk
889,004783722,Ludmyla,Holub,Oksanivna,2006-10-02,ukrainian,1995,2023-10-14,2025-07-20,4529770569,Kovel
890,003884125,Ruslan,Bozhko,Andriyovych,2006-07-16,ukrainian,124,2023-06-04,2027-03-03,3233588940,Chernihiv
891,004959080,Tetiana,Kovalchuk,Oleksandrivna,2004-03-31,ukrainian,135,2021-06-14,2025-09-12,3451959190,Luhansk
892,003429800,Liudmyla,Kozak,Ivanivna,2003-07-29,ukrainian,1334,2021-05-06,2025-04-22,3381279112,Lutsk
893,004532349,Andrii,Sydorenko,Yuriyovych,2005-07-10,ukrainian,787,2023-01-21,2026-03-21,3740995182,Kyiv
894,006161091,Yelyzaveta,Shevchenko,Bohdanivna,2004-07-05,ukrainian,997,2023-01-23,2026-07-01,4414829377,Brovary
895,005133807,Orest,Yakovenko,Yuriyovych,2006-05-20,ukrainian,331,2023-07-13,2025-11-18,4914778200,Konotop
896,005421139,Solomiia,Shevchenko,Serhiyivna,2000-01-31,ukrainian,341,2021-05-03,2027-12-27,4843738461,Kuznetsovsk
897,004336910,Inna,Moroz,Yaroslavivna,2004-05-08,ukrainian,217,2021-10-19,2027-04-02,4820857747,Nizhyn
898,003063744,Natalia,Shevchuk,Yaroslavivna,1999-09-15,ukrainian,879,2021-03-13,2027-10-30,3078882571,Simferopol
899,006187113,Olha,Polishchuk,Yaroslavivna,2005-08-23,ukrainian,1033,2023-01-12,2026-05-12,4450461160,Dnipro
900,004570589,Taras,Boiko,Mykolaiovych,2000-05-23,spanish,1981,2021-08-26,2025-07-04,4512133056,Donetsk
901,003581552,Halyna,Dmytruk,Vadymivna,2002-11-09,ukrainian,557,2023-08-03,2025-01-15,3798807381,Kremenchuk
902,004710495,Inna,Kravchenko,Yaroslavivna,2007-03-08,ukrainian,1375,2021-10-10,2025-09-11,3397241575,Kamenskoe
903,003117280,Khrystyna,Ivanchuk,Serhiyivna,2005-08-16,ukrainian,968,2021-05-29,2027-03-16,3814900775,Khmelnytskyi
904,005968860,Serhii,Kucherenko,Vitaliyovych,1998-01-28,ukrainian,1994,2021-08-29,2025-04-29,3386054588,Lviv
905,006242883,Orest,Yakovenko,Oleksiyovych,2004-01-30,ukrainian,1638,2023-02-16,2025-07-11,4457272052,Kovel
906,006598637,Iryna,Kovalenko,Mykolaivna,2004-10-07,ukrainian,1280,2023-10-21,2025-08-04,3581439699,Ivano-Frankove
907,003932875,Orest,Yermak,Mykolaiovych,2001-03-03,ukrainian,1896,2022-06-02,2025-03-30,3526164559,Kuznetsovsk
908,003563645,Kateryna,Yakovenko,Dmytrivna,2004-11-05,ukrainian,963,2022-04-23,2027-12-09,3887426657,Kremenchuk
909,004918927,Oksana,Oliinyk,Artemivna,2002-12-03,ukrainian,737,2021-07-12,2027-03-19,4736143983,Evpatoria
910,004691090,Olha,Andriychuk,Bohdanivna,1999-10-29,ukrainian,1836,2023-07-27,2025-03-09,4502106767,Kryvyi Rih
911,006314032,Svitlana,Marchenko,Denysivna,2005-01-10,ukrainian,1585,2021-03-29,2026-09-08,4025761034,Kovel
912,004391362,Ihor,Klymenko,Olehovych,1999-08-13,ukrainian,1545,2022-08-15,2027-06-11,3745799136,Mariupol
913,006982295,Yevhen,Boiko,Tarasovych,2004-01-17,ukrainian,1676,2021-08-13,2025-07-23,4052567851,Ivano-Frankivsk
914,004614445,Inna,Andriychuk,Vadymivna,2007-09-17,ukrainian,1617,2021-07-12,2025-10-17,3691937846,Kamenskoe
915,005775395,Inna,Klymenko,Olehivna,2000-10-16,ukrainian,1104,2022-11-05,2026-02-14,4426239215,Berdyansk
916,003708306,Oksana,Polishchuk,Bohdanivna,2000-11-09,ukrainian,1511,2023-05-08,2025-01-15,4914762603,Kherson
917,004790248,Oleksandr,Dmytruk,Artemovych,2003-01-18,ukrainian,1441,2022-02-24,2025-02-18,3706315448,Brovary
918,004634267,Yurii,Romanenko,Ostapovych,2005-08-27,ukrainian,214,2021-01-22,2025-05-09,3137378648,Sumy
919,004382127,Ihor,Mazur,Denysovych,2002-06-28,ukrainian,1275,2023-04-15,2025-02-06,3789304323,Ternopil
920,003905616,Vira,Shulga,Oleksandrivna,2007-07-04,ukrainian,1421,2021-07-23,2025-06-15,3164818418,Poltava
921,006069586,Halyna,Yermolenko,Vadymivna,1998-06-18,ukrainian,233,2023-07-08,2027-07-23,4791944317,Kuznetsovsk
922,005147486,Yurii,Sydorenko,Viktorovych,2006-11-17,ukrainian,430,2022-06-21,2025-08-08,3774091631,Cherkasy
923,003147150,Oleksandr,Pavlenko,Volodymyrovych,2002-12-12,ukrainian,1825,2021-10-02,2025-08-15,3604475191,Yalta
924,005412389,Mykola,Yermak,Olehivna,2006-06-22,ukrainian,1015,2022-02-12,2026-05-25,4964754783,Yalta
925,006270075,Serhii,Kucher,Olehovych,2004-10-10,ukrainian,1357,2022-03-02,2027-06-02,4299054703,Kramatorsk
926,003748618,Fedir,Lysenko,Olehovych,2000-04-17,ukrainian,196,2022-04-29,2027-03-15,3073770586,Lviv
927,006243493,Yaroslav,Yermolenko,Tarasovych,2007-04-26,ukrainian,1055,2022-06-26,2025-09-30,3039888195,Kryvyi Rih
928,006852135,Orest,Melnichenko,Yuriyovych,1998-10-11,ukrainian,218,2022-05-23,2027-04-30,4012730760,Khmelnytskyi
929,004588654,Hryhoriy,Babenko,Olehovych,2007-05-28,ukrainian,1823,2023-02-24,2025-07-16,4648055416,Konotop
930,005759996,Olha,Dmytruk,Oksanivna,2003-11-24,ukrainian,539,2023-05-05,2027-08-19,4339406078,Stryi
931,006050003,Vira,Ovcharenko,Ivanivna,1999-05-26,ukrainian,1152,2022-09-06,2026-11-24,3451056639,Kremenchuk
932,004911180,Valentyna,Marchenko,Oleksandrivna,1998-06-22,ukrainian,772,2023-10-19,2026-04-23,4476149438,Cherkasy
933,004477343,Liliia,Kucherenko,Serhiyivna,2002-07-20,ukrainian,1703,2022-08-06,2027-01-20,3774477018,Nizhyn
934,003564733,Bohdan,Tkachuk,Artemovych,2002-05-06,ukrainian,487,2022-12-27,2025-11-29,3814852339,Mariupol
935,004196406,Viktor,Kucher,Andriyovych,2004-06-04,ukrainian,1621,2022-04-21,2026-03-24,3051354518,Lviv
936,003216771,Anna,Lysenko,Ivanivna,1998-05-21,ukrainian,1804,2023-02-15,2025-06-02,3307498754,Lutsk
937,004296463,Viktor,Shevchuk,Bohdanovych,2007-07-19,ukrainian,1009,2022-07-10,2025-12-29,4369134116,Luhansk
938,006447667,Roman,Kovalenko,Yaroslavovych,2002-10-13,ukrainian,1003,2021-08-22,2025-07-31,3633278438,Kyiv
939,003541086,Nadia,Kovalenko,Yaroslavivna,2000-05-08,ukrainian,1062,2022-02-01,2025-07-21,4302666212,Konotop
940,004098577,Hryhoriy,Bondarenko,Tarasovych,2001-06-12,ukrainian,456,2021-11-14,2026-03-31,4325424584,Luhansk
941,004134289,Liudmyla,Oliinyk,Pavlivna,2005-11-15,ukrainian,885,2023-09-10,2025-07-19,3690744111,Simferopol
942,004385421,Natalia,Holub,Olehivna,2007-06-23,ukrainian,141,2023-07-04,2027-03-25,4817033508,Kropyvnytskyi
943,004065521,Ostap,Moroz,Ostapovych,2005-05-06,ukrainian,1661,2021-02-12,2025-12-29,4742900342,Cherkasy
944,004372513,Liliia,Boiko,Pavlivna,1999-01-02,ukrainian,446,2022-08-19,2025-11-18,4967721869,Evpatoria
945,003860716,Olha,Marchenko,Oksanivna,1998-05-06,ukrainian,323,2022-02-12,2026-01-05,3769550900,Berdyansk
946,004240924,Ihor,Boiko,Mykhailovych,2007-12-27,ukrainian,1497,2022-03-15,2026-08-07,4961661719,Odesa
947,006493989,Solomiia,Lysenko,Mykolaivna,1999-06-26,ukrainian,1514,2023-12-04,2026-12-31,4809719863,Zaporizhzhia
948,003040845,Ostap,Romanenko,Andriyovych,2007-05-13,ukrainian,602,2021-11-26,2026-03-05,3551543680,Kramatorsk
949,003710776,Larysa,Bozhko,Denysivna,1998-12-12,ukrainian,901,2023-02-22,2026-08-31,3414772487,Kremenchuk
950,004415305,Andriana,Andriychuk,Dmytrivna,2005-11-12,ukrainian,1865,2022-06-14,2025-04-28,4477999549,Bila Tserkva
951,003709268,Serhii,Shevchuk,Olehovych,1998-07-27,ukrainian,398,2023-10-11,2025-05-02,4510795689,Kremenchuk
952,005641709,Mariia,Vlasenko,Ivanivna,2000-04-08,ukrainian,1184,2022-05-20,2026-06-15,4490316595,Kherson
953,004904360,Yulia,Kovalchuk,Volodymyrivna,2005-09-16,ukrainian,1654,2021-08-04,2026-01-12,4569874803,Yalta
954,003954946,Nina,Shevchenko,Bohdanivna,1999-03-04,ukrainian,1866,2021-10-31,2025-11-07,4729719141,Uman
955,006687442,Taras,Shevchenko,Artemovych,2006-05-01,ukrainian,1111,2022-08-06,2025-10-19,4457809618,Ternopil
956,005015089,Oleh,Andriychuk,Petrovych,2000-07-06,ukrainian,898,2022-07-24,2027-03-23,4414455906,Simferopol
957,003090849,Zinovii,Yermak,Oleksandrovych,2001-01-03,ukrainian,85,2021-09-25,2025-03-13,4706994875,Zhytomyr
958,004600938,Andriana,Kozak,Dmytrivna,2003-05-21,ukrainian,1989,2022-05-07,2027-04-04,3399473873,Kryvyi Rih
959,004760102,Yevhen,Shevchuk,Artemovych,1999-08-10,ukrainian,585,2023-11-26,2026-11-06,4458371812,Bila Tserkva
960,006459538,Ihor,Ovcharenko,Yaroslavovych,1998-08-09,ukrainian,106,2023-10-26,2025-11-22,4808227574,Zhytomyr
961,006850537,Kyrylo,Pavlenko,Pavlovych,1999-11-12,ukrainian,1606,2022-12-11,2025-05-05,4930612462,Myrnohrad
962,006007934,Yevhen,Yermolenko,Vitaliyovych,2001-07-18,ukrainian,1722,2023-11-04,2025-10-25,4114450942,Kamianets-Podilskyi
963,006838570,Svitlana,Yakovenko,Pavlivna,2006-06-18,ukrainian,782,2022-07-04,2025-01-19,4630921480,Stryi
964,003583033,Volodymyr,Ovcharenko,Serhiyovych,2003-08-04,ukrainian,1190,2022-11-08,2026-08-25,3618210812,Berdiansk
965,004062270,Kateryna,Babenko,Pavlivna,2006-07-10,ukrainian,319,2022-08-13,2025-09-24,3612275410,Donetsk
966,005354347,Svitlana,Tkachuk,Pavlivna,1998-06-14,ukrainian,1240,2023-04-24,2025-02-01,3521611754,Uzhhorod
967,003306638,Mariia,Polishchuk,Pavlivna,2003-11-10,ukrainian,1498,2022-03-16,2026-08-25,4396786150,Cherkasy
968,003040904,Andrii,Kovalchuk,Anatoliyovych,2003-10-10,ukrainian,1,2023-05-05,2026-03-25,4230759125,Kamianets-Podilskyi
969,005696100,Yurii,Polishchuk,Dmytrovych,1999-05-04,ukrainian,1492,2021-10-31,2025-12-26,4994412692,Ivano-Frankivsk
970,003099129,Ivan,Yermak,Anatoliyovych,2003-03-20,ukrainian,26,2022-10-14,2025-04-16,4025078164,Lisichansk
971,006045812,Ludmyla,Yermolenko,Serhiyivna,1999-01-10,ukrainian,474,2023-05-28,2025-10-06,4470032843,Kryvyi Rih
972,004548786,Zinovii,Tkachenko,Denysovych,2002-09-16,ukrainian,914,2022-09-02,2027-07-18,4064631875,Makiivka
973,003430608,Tetiana,Klymenko,Oleksandrivna,2007-01-23,ukrainian,1726,2021-10-24,2026-01-22,4096912481,Mykolaiv
974,006069122,Olha,Yermak,Bohdanivna,2007-09-27,ukrainian,665,2021-11-23,2025-01-20,4304614858,Lisichansk
975,006408376,Vitalii,Kovalchuk,Volodymyrovych,2006-11-04,ukrainian,1006,2023-03-08,2027-01-31,3933768682,Simferopol
976,004877731,Volodymyr,Shevchuk,Bohdanovych,2007-05-07,ukrainian,1181,2023-10-21,2027-11-29,3954997393,Chernivtsi
977,004176320,Serhii,Rudenko,Mykhailovych,2005-05-18,ukrainian,1544,2023-05-02,2025-11-24,3306546030,Kropyvnytskyi
978,003124450,Hryhoriy,Yermak,Yuriyovych,2005-06-02,ukrainian,1717,2023-03-24,2026-10-02,3444913159,Ternopil
979,003189633,Oleksandr,Kucher,Serhiyovych,2003-04-21,ukrainian,485,2023-12-10,2026-02-09,3006310513,Yalta
980,006191898,Nadia,Shevchuk,Mykolaivna,2000-08-03,ukrainian,569,2021-05-04,2027-04-26,4912728588,Lisichansk
981,003595577,Serhii,Rudenko,Anatoliyovych,2004-09-04,ukrainian,1787,2023-06-19,2027-01-03,3655194731,Chernivtsi
982,004553379,Yelyzaveta,Rudenko,Denysivna,2007-06-23,ukrainian,1177,2022-08-22,2026-07-21,3435694538,Zaporizhzhia
983,003508757,Andrii,Dmytruk,Serhiyovych,2007-12-31,ukrainian,45,2023-05-24,2025-11-02,3323138845,Kharkiv
984,005357467,Anastasiia,Sydorenko,Volodymyrivna,1999-02-18,ukrainian,67,2021-04-21,2025-08-30,3537507665,Uman
985,003820575,Yulia,Pavlenko,Mykolaivna,2003-09-15,ukrainian,1069,2021-03-31,2026-01-25,4430936030,Donetsk
986,005102303,Mariia,Tkachuk,Olehivna,2003-01-07,ukrainian,165,2021-04-12,2027-05-13,3287522769,Berdiansk
987,006317324,Taras,Yermak,Mykolaiovych,2002-09-29,ukrainian,372,2021-05-15,2025-02-20,3585392561,Brovary
988,003446340,Yurii,Andriychuk,Pavlovych,2006-04-06,ukrainian,1656,2021-11-07,2025-03-25,4686476497,Vinnytsia
989,003870720,Anastasiia,Ivanchuk,Serhiyivna,2003-07-23,ukrainian,1693,2023-05-15,2026-09-09,3310999272,Kolomyia
990,004326472,Mariia,Marchenko,Volodymyrivna,2001-04-30,ukrainian,745,2023-10-19,2027-07-21,3154063063,Dnipro
991,004358781,Yurii,Yakovenko,Vitaliyovych,2000-12-12,ukrainian,1353,2022-10-04,2026-12-02,3740139472,Kamianets-Podilskyi
992,005404279,Volodymyr,Kovalenko,Mykolaiovych,2005-10-15,ukrainian,1966,2022-12-25,2025-10-30,3399649701,Kovel
993,005594176,Oksana,Polishchuk,Volodymyrivna,2007-03-30,ukrainian,1464,2022-02-06,2026-10-01,3159453895,Sevastopol
994,004974202,Yelyzaveta,Tkachuk,Dmytrivna,2007-07-31,ukrainian,992,2021-10-06,2026-12-31,4464285404,Kropyvnytskyi
995,004461807,Roman,Yakovenko,Ostapovych,2001-03-14,ukrainian,1278,2022-11-17,2026-02-17,3879497386,Vinnytsia
996,006634849,Volodymyr,Bozhko,Petrovych,1999-06-05,ukrainian,1403,2022-01-07,2026-10-29,3263399098,Ternopil
997,005807447,Bohdan,Tkachenko,Viktorovych,2000-04-14,ukrainian,1213,2023-08-12,2027-10-10,4755270404,Lutsk
998,005479039,Tania,Shevchenko,Oksanivna,2000-07-06,ukrainian,1375,2022-04-01,2027-01-22,3304060495,Ivano-Frankivsk
999,003005940,Orest,Kravchenko,Yuriyovych,1999-07-11,ukrainian,769,2021-05-08,2027-10-08,3497825899,Zaporizhzhia
1000,006046140,Vira,Yakovenko,Dmytrovych,1999-03-13,korean,568,2023-03-04,2025-10-14,4537958594,Kovel
